ID_OREGANO	LIBELLE
PHENOTYPE:1950	Absent frontal sinuses
PHENOTYPE:1934	Paraganglioma
PHENOTYPE:92	Renal agenesis
PHENOTYPE:1498	Zollinger-Ellison syndrome
PHENOTYPE:11018	Carcinoid tumor
PHENOTYPE:10401	Impaired glucose tolerance
PHENOTYPE:6916	Abnormality of the male genitalia
PHENOTYPE:2501	Paradoxical increased cortisol secretion on dexamethasone suppression test
PHENOTYPE:8303	Reduced alpha/beta synthesis ratio
PHENOTYPE:8298	Abnormal hemoglobin
PHENOTYPE:8299	HbH hemoglobin
PHENOTYPE:5242	Pituitary corticotropic cell adenoma
PHENOTYPE:8394	Paranoia
PHENOTYPE:822	Plethora
PHENOTYPE:786	Dermatological manifestations of systemic disorders
PHENOTYPE:7232	Tented upper lip vermilion
PHENOTYPE:7236	Protruding tongue
PHENOTYPE:7234	U-Shaped upper lip vermilion
PHENOTYPE:4595	Proximal amyotrophy
PHENOTYPE:4482	Lower limb hypertonia
PHENOTYPE:7774	Recurrent cutaneous fungal infections
PHENOTYPE:544	Diastema
PHENOTYPE:7735	Abnormality of fontanelles
PHENOTYPE:3072	Protracted diarrhea
PHENOTYPE:9126	Abdominal obesity
PHENOTYPE:585	Paroxysmal bursts of laughter
PHENOTYPE:9084	Bowel urgency
PHENOTYPE:564	Psychotic episodes
PHENOTYPE:2272	Increased circulating ACTH level
PHENOTYPE:2265	Increased serum serotonin
PHENOTYPE:678	Secondary amenorrhea
PHENOTYPE:8082	Perimembranous ventricular septal defect
PHENOTYPE:4971	Optic nerve compression
PHENOTYPE:8757	Flat face
PHENOTYPE:9440	Lack of bowel sounds
PHENOTYPE:2140	Vertebral compression fracture
PHENOTYPE:3618	Hypoplastic philtrum
PHENOTYPE:10152	Abnormal pulmonary valve cusp morphology
PHENOTYPE:341	Triangular nasal tip
PHENOTYPE:9720	Atypical pulmonary carcinoid tumor
PHENOTYPE:1366	Talipes calcaneovalgus
PHENOTYPE:4629	Lower limb amyotrophy
PHENOTYPE:4774	Autoamputation of digits
PHENOTYPE:4025	Acral ulceration
PHENOTYPE:1928	Painless fractures due to injury
PHENOTYPE:153	Abnormal upper lip morphology
PHENOTYPE:2441	Decreased number of peripheral myelinated nerve fibers
PHENOTYPE:2484	Decreased sensory nerve conduction velocity
PHENOTYPE:4542	Progressive spastic paraplegia
PHENOTYPE:4463	Impaired distal proprioception
PHENOTYPE:2187	Abnormality of the ankle
PHENOTYPE:3041	Reduced bone mineral density
PHENOTYPE:2365	Abnormal hip bone morphology
PHENOTYPE:5070	Decreased corneal reflex
PHENOTYPE:190	Hypogeusia
PHENOTYPE:8785	Peripheral edema
PHENOTYPE:1336	Foot acroosteolysis
PHENOTYPE:1319	Paronychia
PHENOTYPE:1314	Dystrophic toenail
PHENOTYPE:439	Abnormal saccadic eye movements
PHENOTYPE:1566	Abnormal basal ganglia morphology
PHENOTYPE:673	Central diabetes insipidus
PHENOTYPE:8496	Decreased serum creatinine
PHENOTYPE:2421	Decreased circulating renin level
PHENOTYPE:8990	Hypernatriuria
PHENOTYPE:10230	Abnormal circulating aldosterone
PHENOTYPE:8460	Multiple bony cystic lesions
PHENOTYPE:137	Abnormality of the tongue
PHENOTYPE:2432	Arthralgia of the hip
PHENOTYPE:8204	Abnormal skeletal muscle morphology
PHENOTYPE:8311	Cardiovascular calcification
PHENOTYPE:1393	Renal amyloidosis
PHENOTYPE:6745	Abnormal salivary gland morphology
PHENOTYPE:10349	Reduced natural killer cell count
PHENOTYPE:10090	Knee pain
PHENOTYPE:10087	Wrist pain
PHENOTYPE:10085	Shoulder pain
PHENOTYPE:10094	Cardiac amyloidosis
PHENOTYPE:10751	Amyloidosis of peripheral nerves
PHENOTYPE:8672	Hepatic amyloidosis
PHENOTYPE:3556	Gastrointestinal infarctions
PHENOTYPE:8699	Cutaneous amyloidosis
PHENOTYPE:2161	Radial bowing
PHENOTYPE:2106	Conjugated hyperbilirubinemia
PHENOTYPE:5522	Delayed pubic bone ossification
PHENOTYPE:6132	Proximal placement of thumb
PHENOTYPE:7026	Enlarged epiphyses
PHENOTYPE:2990	Pseudoepiphyses of hand bones
PHENOTYPE:3812	Thoracic kyphoscoliosis
PHENOTYPE:1129	Protuberant abdomen
PHENOTYPE:1339	Long hallux
PHENOTYPE:7444	Abnormal fallopian tube morphology
PHENOTYPE:9682	Primary peritoneal carcinoma
PHENOTYPE:5479	Hypoplasia of the ovary
PHENOTYPE:119	Abnormality of the ovary
PHENOTYPE:129	Vaginal atresia
PHENOTYPE:1737	Poor coordination
PHENOTYPE:846	Biliary tract abnormality
PHENOTYPE:9900	Hyperautofluorescent macular lesion
PHENOTYPE:10720	Postaxial polydactyly
PHENOTYPE:1284	Broad foot
PHENOTYPE:1326	Postaxial foot polydactyly
PHENOTYPE:6899	Polydactyly
PHENOTYPE:8602	Abnormal renal morphology
PHENOTYPE:5268	Elevated circulating branched chain amino acid concentration
PHENOTYPE:13	Abnormality of the bladder
PHENOTYPE:1932	Pheochromocytoma
PHENOTYPE:2409	Elevated circulating catecholamine level
PHENOTYPE:3956	Pulmonary capillary hemangiomatosis
PHENOTYPE:1580	Hyperproteinemia
PHENOTYPE:5224	Pancreatic islet cell adenoma
PHENOTYPE:6213	Retinal capillary hemangioma
PHENOTYPE:6214	Spinal hemangioblastoma
PHENOTYPE:6216	Papillary cystadenoma of the epididymis
PHENOTYPE:859	Hypertensive retinopathy
PHENOTYPE:6261	Limb pain
PHENOTYPE:4472	Cerebellar hemangioblastoma
PHENOTYPE:3034	Abnormality of vitamin B12 metabolism
PHENOTYPE:9202	Myocarditis
PHENOTYPE:10204	Macular edema
PHENOTYPE:7451	Amyloidosis
PHENOTYPE:1265	Pancreatic cysts
PHENOTYPE:4409	Adrenal pheochromocytoma
PHENOTYPE:9681	Pancreatic endocrine tumor
PHENOTYPE:9699	Epididymal cyst
PHENOTYPE:4428	Multiple myeloma
PHENOTYPE:9670	Endolymphatic sac tumor
PHENOTYPE:1869	Abnormal peritoneum morphology
PHENOTYPE:7246	Generalized tonic seizure
PHENOTYPE:8438	Pendular nystagmus
PHENOTYPE:4885	Dyschromatopsia
PHENOTYPE:5232	Abnormal light-adapted electroretinogram
PHENOTYPE:9854	Color vision test abnormality
PHENOTYPE:364	Abnormal retinal morphology
PHENOTYPE:425	Tritanomaly
PHENOTYPE:5990	Ulnar deviation of finger
PHENOTYPE:6291	Branchial fistula
PHENOTYPE:10496	Tics
PHENOTYPE:6755	Ankyloglossia
PHENOTYPE:1069	Mitochondrial inheritance
PHENOTYPE:1063	Microvesicular hepatic steatosis
PHENOTYPE:2405	Hair shafts flattened at irregular intervals and twisted through 180 degrees about their axes
PHENOTYPE:2488	Increased serum iron
PHENOTYPE:2597	Lacticaciduria
PHENOTYPE:3365	Chronic lactic acidosis
PHENOTYPE:1436	Tubulointerstitial nephritis
PHENOTYPE:1453	Recurrent hypoglycemia
PHENOTYPE:1458	Renal Fanconi syndrome
PHENOTYPE:2332	Hypertyrosinemia
PHENOTYPE:4287	Decreased mitochondrial complex III activity in liver tissue
PHENOTYPE:8849	Decreased transferrin saturation
PHENOTYPE:8850	Elevated hepatic iron concentration
PHENOTYPE:4437	Mitochondrial encephalopathy
PHENOTYPE:4667	Dysfunction of lateral corticospinal tracts
PHENOTYPE:1671	Abnormality of the autonomic nervous system
PHENOTYPE:5098	Aplasia/Hypoplasia of the iris
PHENOTYPE:287	Hearing abnormality
PHENOTYPE:4408	Ganglioneuroblastoma
PHENOTYPE:3763	Hemolytic-uremic syndrome
PHENOTYPE:1407	Microangiopathic hemolytic anemia
PHENOTYPE:3651	Recurrent meningococcal disease
PHENOTYPE:3667	Decreased circulating complement factor B concentration
PHENOTYPE:10482	Nuclear cataract
PHENOTYPE:10483	Cortical cataract
PHENOTYPE:5054	Lamellar cataract
PHENOTYPE:940	Broad metacarpals
PHENOTYPE:4001	Cone-shaped metacarpal epiphyses
PHENOTYPE:3986	Broad phalanx
PHENOTYPE:932	Delayed ossification of carpal bones
PHENOTYPE:2840	Long ulna
PHENOTYPE:6004	Radial deviation of the hand
PHENOTYPE:8335	Anterior wedging of T12
PHENOTYPE:3405	Prominent styloid process of ulna
PHENOTYPE:6330	Broad distal phalanx of finger
PHENOTYPE:6298	Short phalanx of finger
PHENOTYPE:3374	Pulmonary artery aneurysm
PHENOTYPE:6517	Short metacarpal
PHENOTYPE:3795	Broad long bones
PHENOTYPE:2223	Long fibula
PHENOTYPE:3066	Abnormality of alkaline phosphatase level
PHENOTYPE:2185	Short long bone
PHENOTYPE:721	Posterior rib cupping
PHENOTYPE:2292	Flat acetabular roof
PHENOTYPE:3177	Anterior wedging of T11
PHENOTYPE:2368	Narrow pelvis bone
PHENOTYPE:3441	Cone-shaped epiphyses fused within their metaphyses
PHENOTYPE:4165	Broad long bone diaphyses
PHENOTYPE:2852	Cone-shaped distal radial epiphysis
PHENOTYPE:11244	Cheilitis
PHENOTYPE:1878	Pancreatic hypoplasia
PHENOTYPE:4742	Discoid lupus rash
PHENOTYPE:8423	Hepatocellular adenoma
PHENOTYPE:8480	Pyuria
PHENOTYPE:5220	Transient neonatal diabetes mellitus
PHENOTYPE:11183	Abnormality of salivation
PHENOTYPE:11107	Abnormal pigmentation of the oral mucosa
PHENOTYPE:3364	Abnormal oral glucose tolerance
PHENOTYPE:3347	Maturity-onset diabetes of the young
PHENOTYPE:1421	Diabetic ketoacidosis
PHENOTYPE:10046	Abnormal circulating C-peptide concentration
PHENOTYPE:643	Hyperinsulinemic hypoglycemia
PHENOTYPE:10348	Elevated hemoglobin A1c
PHENOTYPE:10441	Decreased circulating complement C4 concentration
PHENOTYPE:9354	Autoimmune antibody positivity
PHENOTYPE:3670	Decreased circulating complement C3 concentration
PHENOTYPE:5562	Adipose tissue loss
PHENOTYPE:5555	Severe postnatal growth retardation
PHENOTYPE:1645	Patchy alopecia
PHENOTYPE:11179	Esophageal neoplasm
PHENOTYPE:804	Poikiloderma
PHENOTYPE:3778	Facial telangiectasia in butterfly midface distribution
PHENOTYPE:3773	Spotty hypopigmentation
PHENOTYPE:537	Agenesis of maxillary lateral incisor
PHENOTYPE:510	Sparse eyelashes
PHENOTYPE:10477	Neoplasm of the breast
PHENOTYPE:10176	Chromosome breakage
PHENOTYPE:10734	Neoplasm of the colon
PHENOTYPE:10328	Decreased head circumference
PHENOTYPE:8774	Bronchitis
PHENOTYPE:8771	Rhinitis
PHENOTYPE:304	Otitis media
PHENOTYPE:4269	Chronic lung disease
PHENOTYPE:3637	Recurrent herpes
PHENOTYPE:7525	Recurrent tonsillitis
PHENOTYPE:4415	Malignant genitourinary tract tumor
PHENOTYPE:5457	Aplasia/hypoplasia of the uterus
PHENOTYPE:3797	Osteoporosis of vertebrae
PHENOTYPE:2724	Angulated humerus
PHENOTYPE:11070	Enlarged thorax
PHENOTYPE:546	Dentinogenesis imperfecta
PHENOTYPE:2294	Wide pubic symphysis
PHENOTYPE:4176	Wide distal femoral metaphysis
PHENOTYPE:2156	Femoral bowing
PHENOTYPE:5989	Ulnar deviation of the 2nd finger
PHENOTYPE:5992	Radial deviation of the 2nd finger
PHENOTYPE:3263	Paroxysmal supraventricular tachycardia
PHENOTYPE:6092	Triangular shaped middle phalanx of the 2nd finger
PHENOTYPE:6085	Aplasia/Hypoplasia of the middle phalanx of the 2nd finger
PHENOTYPE:6054	Short 2nd finger
PHENOTYPE:6526	Broad hallux phalanx
PHENOTYPE:2929	Short middle phalanx of the 5th finger
PHENOTYPE:6515	Short 5th metacarpal
PHENOTYPE:6506	Short 2nd metacarpal
PHENOTYPE:5722	Triangular shaped middle phalanx of the 5th finger
PHENOTYPE:5704	Aplasia/Hypoplasia of the middle phalanx of the 5th finger
PHENOTYPE:5132	Medially deviated second toe
PHENOTYPE:3879	Short middle phalanx of finger
PHENOTYPE:5900	Type A2 brachydactyly
PHENOTYPE:172	Pierre-Robin sequence
PHENOTYPE:306	Thickened helices
PHENOTYPE:897	Orbital cyst
PHENOTYPE:6382	Uplifted earlobe
PHENOTYPE:7418	Aplasia of the optic tract
PHENOTYPE:148	Microglossia
PHENOTYPE:4147	Peg-shaped maxillary lateral incisors
PHENOTYPE:4123	Abnormality of dental eruption
PHENOTYPE:1471	Morphological central nervous system abnormality
PHENOTYPE:6116	Thumb contracture
PHENOTYPE:6990	Small sella turcica
PHENOTYPE:11473	Agenesis of lateral incisor
PHENOTYPE:4568	Inferior cerebellar vermis hypoplasia
PHENOTYPE:5647	Speech articulation difficulties
PHENOTYPE:504	Sclerocornea
PHENOTYPE:3119	Lambdoidal craniosynostosis
PHENOTYPE:647	Anterior hypopituitarism
PHENOTYPE:10791	Bilateral cleft palate
PHENOTYPE:10788	Unilateral cleft palate
PHENOTYPE:6753	Palate fistula
PHENOTYPE:186	Velopharyngeal insufficiency
PHENOTYPE:7461	Abnormal number of permanent teeth
PHENOTYPE:4849	Generalized bronze hyperpigmentation
PHENOTYPE:8307	Abnormal metacarpophalangeal joint morphology
PHENOTYPE:10099	Elevated jugular venous pressure
PHENOTYPE:3516	Stiff interphalangeal joints
PHENOTYPE:9447	Cholangiocarcinoma
PHENOTYPE:8848	Elevated transferrin saturation
PHENOTYPE:11254	Benign neoplasm of the central nervous system
PHENOTYPE:1861	Intussusception
PHENOTYPE:11310	Rectal polyposis
PHENOTYPE:4714	Neoplasm of the gastrointestinal tract
PHENOTYPE:8591	Juvenile colonic polyposis
PHENOTYPE:8576	Hyperplastic colonic polyposis
PHENOTYPE:8508	Abnormal circulating creatine concentration
PHENOTYPE:1490	Rectal prolapse
PHENOTYPE:1466	Large forehead
PHENOTYPE:11019	Cardiac diverticulum
PHENOTYPE:10406	Adenocarcinoma of the colon
PHENOTYPE:1652	Protein-losing enteropathy
PHENOTYPE:6227	Renal neoplasm
PHENOTYPE:11171	Neoplasm of the rectum
PHENOTYPE:7063	Neoplasm of the skeletal system
PHENOTYPE:7225	Hemangioblastoma
PHENOTYPE:7215	Urinary tract neoplasm
PHENOTYPE:7213	Uterine neoplasm
PHENOTYPE:3716	Refractory anemia
PHENOTYPE:6640	Broad phalanx of the toes
PHENOTYPE:4325	Midclavicular hypoplasia
PHENOTYPE:9546	Freckled genitalia
PHENOTYPE:9545	Small intestinal polyposis
PHENOTYPE:4395	Pancreatic adenocarcinoma
PHENOTYPE:912	Abnormal thumb morphology
PHENOTYPE:11281	Short femoral neck
PHENOTYPE:928	Distal symphalangism of hands
PHENOTYPE:3425	Widened proximal tibial metaphyses
PHENOTYPE:4862	Bilateral single transverse palmar creases
PHENOTYPE:3927	Aplasia/Hypoplasia involving the metacarpal bones
PHENOTYPE:6013	Pseudoepiphysis of the 2nd finger
PHENOTYPE:6120	Complete duplication of distal phalanx of the thumb
PHENOTYPE:6117	Aplasia/Hypoplasia of the thumb
PHENOTYPE:6084	Short distal phalanx of the 2nd finger
PHENOTYPE:6112	Aplasia of the proximal phalanx of the 2nd finger
PHENOTYPE:6204	Carpal synostosis
PHENOTYPE:6187	Stippling of the epiphysis of the distal phalanx of the thumb
PHENOTYPE:6155	Short distal phalanx of the thumb
PHENOTYPE:6145	Short proximal phalanx of thumb
PHENOTYPE:6269	Symphalangism affecting the phalanges of the hand
PHENOTYPE:7173	Short metatarsal
PHENOTYPE:6495	Aplasia/Hypoplasia of the 1st metacarpal
PHENOTYPE:2192	Fibular hypoplasia
PHENOTYPE:3844	Short tibia
PHENOTYPE:10839	Aplasia of the middle phalanges of the toes
PHENOTYPE:6702	Short proximal phalanx of finger
PHENOTYPE:10703	Sarcoma
PHENOTYPE:5901	Type C brachydactyly
PHENOTYPE:2037	Abnormal morphology of the radius
PHENOTYPE:4241	Aplasia/Hypoplasia of the fibula
PHENOTYPE:2163	Fibular aplasia
PHENOTYPE:338	Narrow nasal bridge
PHENOTYPE:1290	Bilateral talipes equinovarus
PHENOTYPE:3392	Pulmonary arterial medial hypertrophy
PHENOTYPE:1443	Abnormal thrombosis
PHENOTYPE:7759	Arterial intimal fibrosis
PHENOTYPE:10130	Interlobular septal thickening
PHENOTYPE:4262	Pulmonary venous occlusion
PHENOTYPE:3495	Elevated right atrial pressure
PHENOTYPE:1214	Right ventricular hypertrophy
PHENOTYPE:3606	Pulmonary aterial intimal fibrosis
PHENOTYPE:3603	Pulmonary artery vasoconstriction
PHENOTYPE:4872	Blotching pigmentation of the skin
PHENOTYPE:9205	Bilateral vocal cord paresis
PHENOTYPE:2229	Limited hip extension
PHENOTYPE:399	Alacrima
PHENOTYPE:432	Corneal scarring
PHENOTYPE:4895	Lacrimal gland aplasia
PHENOTYPE:5209	Decreased circulating progesterone
PHENOTYPE:5201	Female infertility
PHENOTYPE:7178	Ectopic lacrimal punctum
PHENOTYPE:601	Abnormality of the breast
PHENOTYPE:7884	Abnormal lacrimal duct morphology
PHENOTYPE:670	Irregular menstruation
PHENOTYPE:4934	Lacrimal gland hypoplasia
PHENOTYPE:4990	S-shaped palpebral fissures
PHENOTYPE:298	Cupped ear
PHENOTYPE:411	Epicanthus inversus
PHENOTYPE:1380	Increased hemoglobin
PHENOTYPE:1379	Increased hematocrit
PHENOTYPE:1860	Tracheoesophageal fistula
PHENOTYPE:11284	Duodenal stenosis
PHENOTYPE:8436	Decreased fertility in males
PHENOTYPE:9292	Ovarian carcinoma
PHENOTYPE:4103	Aplasia/Hypoplasia of fingers
PHENOTYPE:10992	Abnormal localization of kidney
PHENOTYPE:11022	Biliary tract neoplasm
PHENOTYPE:11039	Peritoneal abscess
PHENOTYPE:11035	Abnormal preputium morphology
PHENOTYPE:6922	Absent testis
PHENOTYPE:1654	Meckel diverticulum
PHENOTYPE:11187	Clubbing of toes
PHENOTYPE:8380	Acholic stools
PHENOTYPE:3728	Pyridoxine-responsive sideroblastic anemia
PHENOTYPE:632	Bicornuate uterus
PHENOTYPE:6752	Aplasia/Hypoplasia of the uvula
PHENOTYPE:2036	Abnormality of the upper limb
PHENOTYPE:2040	Abnormality of femur morphology
PHENOTYPE:1150	Macrodontia
PHENOTYPE:2097	Neoplasm of the liver
PHENOTYPE:4249	Aplasia/Hypoplasia of the radius
PHENOTYPE:3561	Functional intestinal obstruction
PHENOTYPE:5006	Almond-shaped palpebral fissure
PHENOTYPE:8724	Extrahepatic cholestasis
PHENOTYPE:1221	Abnormal aortic morphology
PHENOTYPE:8819	Chronic fatigue
PHENOTYPE:876	Sudden loss of visual acuity
PHENOTYPE:7361	Abnormal nasal bone morphology
PHENOTYPE:6381	Anterior creases of earlobe
PHENOTYPE:4749	Few cafe-au-lait spots
PHENOTYPE:4682	Hypoplasia of the frontal lobes
PHENOTYPE:8454	Lentigo maligna melanoma
PHENOTYPE:8451	Cutaneous melanoma
PHENOTYPE:73	Abnormality of the genital system
PHENOTYPE:4831	Epidermal hyperkeratosis
PHENOTYPE:152	Submucous cleft hard palate
PHENOTYPE:1101	Freckling
PHENOTYPE:1486	Abnormal esophagus morphology
PHENOTYPE:5141	Multiple plantar creases
PHENOTYPE:8134	Central adrenal insufficiency
PHENOTYPE:7022	Intracranial cystic lesion
PHENOTYPE:11137	Tongue thrusting
PHENOTYPE:1638	Absent eyebrow
PHENOTYPE:11440	Sparse or absent eyelashes
PHENOTYPE:1633	Slow-growing hair
PHENOTYPE:3320	Amegakaryocytic thrombocytopenia
PHENOTYPE:1629	Curly hair
PHENOTYPE:11196	Synovitis
PHENOTYPE:6249	Large earlobe
PHENOTYPE:7108	Hypoplasia of the zygomatic bone
PHENOTYPE:5276	Reduced factor XIII activity
PHENOTYPE:3308	Reduced factor XII activity
PHENOTYPE:11502	Abnormal frontal bone morphology
PHENOTYPE:826	Numerous nevi
PHENOTYPE:834	Atypical nevus
PHENOTYPE:819	Atopic dermatitis
PHENOTYPE:784	Multiple lentigines
PHENOTYPE:7243	Nevus sebaceous
PHENOTYPE:7235	Open bite
PHENOTYPE:857	Optic nerve dysplasia
PHENOTYPE:843	Atypical nevi in non-sun exposed areas
PHENOTYPE:11131	Neurofibrosarcoma
PHENOTYPE:3095	Abnormality of the pulmonary artery
PHENOTYPE:716	Superior pectus carinatum
PHENOTYPE:713	Shield chest
PHENOTYPE:714	Pectus excavatum of inferior sternum
PHENOTYPE:711	Sprengel anomaly
PHENOTYPE:4925	Uveal melanoma
PHENOTYPE:8678	Abnormal hypothalamus morphology
PHENOTYPE:8601	Juvenile myelomonocytic leukemia
PHENOTYPE:1171	Abnormality of the voice
PHENOTYPE:250	Abnormality of the chin
PHENOTYPE:5063	Progressive visual field defects
PHENOTYPE:362	Cystic hygroma
PHENOTYPE:433	Absent eyelashes
PHENOTYPE:2326	Chromosomal breakage induced by crosslinking agents
PHENOTYPE:4396	T-cell acute lymphoblastic leukemias
PHENOTYPE:403	Aniridia
PHENOTYPE:9252	Acephalic spermatozoa
PHENOTYPE:8599	Reduced sperm motility
PHENOTYPE:1814	Diffuse cerebral atrophy
PHENOTYPE:3970	Metabolic ketoacidosis
PHENOTYPE:11427	Nonprogressive visual loss
PHENOTYPE:765	Eczematoid dermatitis
PHENOTYPE:2087	Hyperventilation
PHENOTYPE:3659	Recurrent candida infections
PHENOTYPE:2640	Enteroviral dermatomyositis syndrome
PHENOTYPE:11257	Recurrent cutaneous abscess formation
PHENOTYPE:22	Prostatitis
PHENOTYPE:29	Epididymitis
PHENOTYPE:142	Glossoptosis
PHENOTYPE:1984	Lymph node hypoplasia
PHENOTYPE:1061	Enteroviral hepatitis
PHENOTYPE:1991	Recurrent enteroviral infections
PHENOTYPE:1536	Abnormal lung morphology
PHENOTYPE:11190	Abnormality of the lymphatic system
PHENOTYPE:8341	Bronchiolitis obliterans
PHENOTYPE:3111	Agammaglobulinemia
PHENOTYPE:2230	Septic arthritis
PHENOTYPE:10079	Wheezing
PHENOTYPE:781	Pyoderma
PHENOTYPE:9541	Absent circulating B cells
PHENOTYPE:3705	Decreased circulating IgE
PHENOTYPE:4697	Aplasia/Hypoplasia of the cerebellum
PHENOTYPE:7399	Abnormality of immune system physiology
PHENOTYPE:1027	Holoprosencephaly
PHENOTYPE:159	Cleft soft palate
PHENOTYPE:11093	Vaginal neoplasm
PHENOTYPE:2067	Rhabdomyosarcoma
PHENOTYPE:1224	Subvalvular aortic stenosis
PHENOTYPE:342	Choanal stenosis
PHENOTYPE:11393	Premature chromatid separation
PHENOTYPE:4458	Hypodysplasia of the corpus callosum
PHENOTYPE:9941	Antenatal onset
PHENOTYPE:687	Short sternum
PHENOTYPE:177	Triangular mouth
PHENOTYPE:4406	Embryonal rhabdomyosarcoma
PHENOTYPE:8422	Laryngeal edema
PHENOTYPE:149	Abnormal uvula morphology
PHENOTYPE:8253	Pharyngeal edema
PHENOTYPE:11166	Abnormal soft palate morphology
PHENOTYPE:8366	Dermatographic urticaria
PHENOTYPE:8644	Abnormal respiratory system morphology
PHENOTYPE:3540	Intestinal edema
PHENOTYPE:3634	Inspiratory stridor
PHENOTYPE:616	Membranoproliferative glomerulonephritis
PHENOTYPE:3639	Decreased circulating complement factor I concentration
PHENOTYPE:2561	Elevated erythrocyte sedimentation rate
PHENOTYPE:11397	Vasculitis in the skin
PHENOTYPE:4657	Recurrent bacterial meningitis
PHENOTYPE:4817	Palmoplantar cutis laxa
PHENOTYPE:4151	Agenesis of permanent teeth
PHENOTYPE:4129	Atrophy of alveolar ridges
